city,state,permalink,created_at,lat,long,zika_cases,color
Morazan,El Salvador,El_Salvador_Morazan_20151128,2015-11-28 00:00:00,13.7682,-88.1291,1.0085365065,0
San Luis Potosi,Mexico,Mexico_San_Luis_Potosi_20151128,2015-11-28 00:00:00,22.1565,-100.9855,1.0,2
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20151128,2015-11-28 00:00:00,27.0587,-101.7068,1.0,0
Quintana Roo,Mexico,Mexico_Quintana_Roo_20151128,2015-11-28 00:00:00,19.1817,-88.4791,1.0,1
San Miguel,El Salvador,El_Salvador_San_Miguel_20151128,2015-11-28 00:00:00,13.4793,-88.1779,1.034146026,0
Guanajuato,Mexico,Mexico_Guanajuato_20151128,2015-11-28 00:00:00,20.917,-101.1617,1.0,3
Yucatan,Mexico,Mexico_Yucatan_20151128,2015-11-28 00:00:00,20.7099,-89.0943,1.0,0
Morelos,Mexico,Mexico_Morelos_20151128,2015-11-28 00:00:00,18.6813,-99.1013,1.0,3
La Libertad,El Salvador,El_Salvador_La_Libertad_20151128,2015-11-28 00:00:00,13.4907,-89.3085,1.13231585074,0
Queretaro de Arteaga,Mexico,Mexico_Queretaro_de_Arteaga_20151128,2015-11-28 00:00:00,20.5888,-100.3899,1.0,2
Zacatecas,Mexico,Mexico_Zacatecas_20151128,2015-11-28 00:00:00,22.7709,-102.5832,1.0,2
Hidalgo,Mexico,Mexico_Hidalgo_20151128,2015-11-28 00:00:00,20.0911,-98.7624,1.0,3
Nayarit,Mexico,Mexico_Nayarit_20151128,2015-11-28 00:00:00,21.7514,-104.8455,1.0,0
Puebla,Mexico,Mexico_Puebla_20151128,2015-11-28 00:00:00,19.0413,-98.2062,1.0,3
La Paz,El Salvador,El_Salvador_La_Paz_20151128,2015-11-28 00:00:00,13.4954,-88.9797,1.00213412662,0
Campeche,Mexico,Mexico_Campeche_20151128,2015-11-28 00:00:00,18.9312,-90.2618,1.0,0
Chihuahua,Mexico,Mexico_Chihuahua_20151128,2015-11-28 00:00:00,28.633,-106.0691,1.0,2
Oaxaca,Mexico,Mexico_Oaxaca_20151128,2015-11-28 00:00:00,17.0542,-96.7132,1.0,0
La Union,El Salvador,El_Salvador_La_Union_20151128,2015-11-28 00:00:00,13.3323,-87.8501,1.0085365065,0
Guerrero,Mexico,Mexico_Guerrero_20151128,2015-11-28 00:00:00,17.4392,-99.5451,1.0,0
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20151128,2015-11-28 00:00:00,19.2602,-96.5783,1.0,0
Michoacan de Ocampo,Mexico,Mexico_Michoacan_de_Ocampo_20151128,2015-11-28 00:00:00,19.5665,-101.7068,1.0,0
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20151128,2015-11-28 00:00:00,26.0444,-111.6661,1.0,3
Durango,Mexico,Mexico_Durango_20151128,2015-11-28 00:00:00,24.5593,-104.6588,1.0,2
Tamaulipas,Mexico,Mexico_Tamaulipas_20151128,2015-11-28 00:00:00,24.2669,-98.8363,1.0,3
Colima,Mexico,Mexico_Colima_20151128,2015-11-28 00:00:00,19.1223,-104.0072,1.0,0
Mexico,Mexico,Mexico_Mexico_20151128,2015-11-28 00:00:00,19.2465,-99.1013,1.0,2
Baja California,Mexico,Mexico_Baja_California_20151128,2015-11-28 00:00:00,30.8406,-115.2838,1.0,2
Tabasco,Mexico,Mexico_Tabasco_20151128,2015-11-28 00:00:00,17.8409,-92.6189,1.0,0
Distrito Federal,Mexico,Mexico_Distrito_Federal_20151128,2015-11-28 00:00:00,19.2465,-99.1013,1.0,2
Tlaxcala,Mexico,Mexico_Tlaxcala_20151128,2015-11-28 00:00:00,19.3182,-98.2375,1.0,3
Sonora,Mexico,Mexico_Sonora_20151128,2015-11-28 00:00:00,29.2972,-110.3309,1.0,2
Aguascalientes,Mexico,Mexico_Aguascalientes_20151128,2015-11-28 00:00:00,21.8853,-102.2916,1.0,2
Nuevo Leon,Mexico,Mexico_Nuevo_Leon_20151128,2015-11-28 00:00:00,25.5922,-99.9962,1.00426825325,0
Sinaloa,Mexico,Mexico_Sinaloa_20151128,2015-11-28 00:00:00,25.1721,-107.4795,1.0,0
Jalisco,Mexico,Mexico_Jalisco_20151128,2015-11-28 00:00:00,20.6595,-103.3494,1.0,0
Usulutan,El Salvador,El_Salvador_Usulutan_20151128,2015-11-28 00:00:00,13.3453,-88.4428,1.0597555455,0
San Vicente,El Salvador,El_Salvador_San_Vicente_20151128,2015-11-28 00:00:00,13.6391,-88.7831,1.08109681174,0
Sinaloa,Mexico,Mexico_Sinaloa_20151205,2015-12-05 00:00:00,25.1721,-107.4795,1.0,0
Guerrero,Mexico,Mexico_Guerrero_20151205,2015-12-05 00:00:00,17.4392,-99.5451,1.0,0
Tamaulipas,Mexico,Mexico_Tamaulipas_20151205,2015-12-05 00:00:00,24.2669,-98.8363,1.0,3
Colima,Mexico,Mexico_Colima_20151205,2015-12-05 00:00:00,19.1223,-104.0072,1.0,0
Oaxaca,Mexico,Mexico_Oaxaca_20151205,2015-12-05 00:00:00,17.0542,-96.7132,1.0,0
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20151205,2015-12-05 00:00:00,19.2602,-96.5783,1.0,0
Tabasco,Mexico,Mexico_Tabasco_20151205,2015-12-05 00:00:00,17.8409,-92.6189,1.0,0
La Paz,El Salvador,El_Salvador_La_Paz_20151205,2015-12-05 00:00:00,13.4954,-88.9797,1.00213412662,0
San Luis Potosi,Mexico,Mexico_San_Luis_Potosi_20151205,2015-12-05 00:00:00,22.1565,-100.9855,1.0,2
Zacatecas,Mexico,Mexico_Zacatecas_20151205,2015-12-05 00:00:00,22.7709,-102.5832,1.0,2
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20151205,2015-12-05 00:00:00,27.0587,-101.7068,1.0,0
Nuevo Leon,Mexico,Mexico_Nuevo_Leon_20151205,2015-12-05 00:00:00,25.5922,-99.9962,1.0,0
Distrito Federal,Mexico,Mexico_Distrito_Federal_20151205,2015-12-05 00:00:00,19.2465,-99.1013,1.0,2
Durango,Mexico,Mexico_Durango_20151205,2015-12-05 00:00:00,24.5593,-104.6588,1.0,2
La Libertad,El Salvador,El_Salvador_La_Libertad_20151205,2015-12-05 00:00:00,13.4907,-89.3085,1.15152299036,0
Tlaxcala,Mexico,Mexico_Tlaxcala_20151205,2015-12-05 00:00:00,19.3182,-98.2375,1.0,3
Guanajuato,Mexico,Mexico_Guanajuato_20151205,2015-12-05 00:00:00,20.917,-101.1617,1.0,3
Sonora,Mexico,Mexico_Sonora_20151205,2015-12-05 00:00:00,29.2972,-110.3309,1.0,2
Yucatan,Mexico,Mexico_Yucatan_20151205,2015-12-05 00:00:00,20.7099,-89.0943,1.0,0
Quintana Roo,Mexico,Mexico_Quintana_Roo_20151205,2015-12-05 00:00:00,19.1817,-88.4791,1.0,1
Puebla,Mexico,Mexico_Puebla_20151205,2015-12-05 00:00:00,19.0413,-98.2062,1.0,3
Queretaro de Arteaga,Mexico,Mexico_Queretaro_de_Arteaga_20151205,2015-12-05 00:00:00,20.5888,-100.3899,1.0,2
Chihuahua,Mexico,Mexico_Chihuahua_20151205,2015-12-05 00:00:00,28.633,-106.0691,1.0,2
San Miguel,El Salvador,El_Salvador_San_Miguel_20151205,2015-12-05 00:00:00,13.4793,-88.1779,1.0426825325,0
Morelos,Mexico,Mexico_Morelos_20151205,2015-12-05 00:00:00,18.6813,-99.1013,1.0,3
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20151205,2015-12-05 00:00:00,26.0444,-111.6661,1.0,3
Michoacan de Ocampo,Mexico,Mexico_Michoacan_de_Ocampo_20151205,2015-12-05 00:00:00,19.5665,-101.7068,1.0,0
Morazan,El Salvador,El_Salvador_Morazan_20151205,2015-12-05 00:00:00,13.7682,-88.1291,1.017073013,0
Nayarit,Mexico,Mexico_Nayarit_20151205,2015-12-05 00:00:00,21.7514,-104.8455,1.0,0
Usulutan,El Salvador,El_Salvador_Usulutan_20151205,2015-12-05 00:00:00,13.3453,-88.4428,1.08323093837,0
Jalisco,Mexico,Mexico_Jalisco_20151205,2015-12-05 00:00:00,20.6595,-103.3494,1.0,0
Aguascalientes,Mexico,Mexico_Aguascalientes_20151205,2015-12-05 00:00:00,21.8853,-102.2916,1.0,2
Campeche,Mexico,Mexico_Campeche_20151205,2015-12-05 00:00:00,18.9312,-90.2618,1.0,0
Mexico,Mexico,Mexico_Mexico_20151205,2015-12-05 00:00:00,19.2465,-99.1013,1.0,2
Hidalgo,Mexico,Mexico_Hidalgo_20151205,2015-12-05 00:00:00,20.0911,-98.7624,1.0,3
Baja California,Mexico,Mexico_Baja_California_20151205,2015-12-05 00:00:00,30.8406,-115.2838,1.0,2
San Vicente,El Salvador,El_Salvador_San_Vicente_20151205,2015-12-05 00:00:00,13.6391,-88.7831,1.18353488974,0
La Union,El Salvador,El_Salvador_La_Union_20151205,2015-12-05 00:00:00,13.3323,-87.8501,1.01493888637,0
Zacapa,Guatemala,Guatemala_Zacapa_20151209,2015-12-09 00:00:00,14.9676,-89.5356,1.04695078575,0
Escuintla,Guatemala,Guatemala_Escuintla_20151209,2015-12-09 00:00:00,14.3009,-90.7882,1.01493888637,0
Suchitepequez,Guatemala,Guatemala_Suchitepequez_20151209,2015-12-09 00:00:00,14.4216,-91.4048,1.00213412662,0
Chiquimula,Guatemala,Guatemala_Chiquimula_20151209,2015-12-09 00:00:00,14.7925,-89.545,1.00213412662,0
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20151212,2015-12-12 00:00:00,26.0444,-111.6661,1.0,3
Quintana Roo,Mexico,Mexico_Quintana_Roo_20151212,2015-12-12 00:00:00,19.1817,-88.4791,1.0,1
Jalisco,Mexico,Mexico_Jalisco_20151212,2015-12-12 00:00:00,20.6595,-103.3494,1.0,0
San Miguel,El Salvador,El_Salvador_San_Miguel_20151212,2015-12-12 00:00:00,13.4793,-88.1779,1.08109681174,0
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20151212,2015-12-12 00:00:00,27.0587,-101.7068,1.0,0
San Luis Potosi,Mexico,Mexico_San_Luis_Potosi_20151212,2015-12-12 00:00:00,22.1565,-100.9855,1.0,2
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20151212,2015-12-12 00:00:00,19.2602,-96.5783,1.0,0
Michoacan de Ocampo,Mexico,Mexico_Michoacan_de_Ocampo_20151212,2015-12-12 00:00:00,19.5665,-101.7068,1.0,0
Durango,Mexico,Mexico_Durango_20151212,2015-12-12 00:00:00,24.5593,-104.6588,1.0,2
Usulutan,El Salvador,El_Salvador_Usulutan_20151212,2015-12-12 00:00:00,13.3453,-88.4428,1.11951109099,0
Colima,Mexico,Mexico_Colima_20151212,2015-12-12 00:00:00,19.1223,-104.0072,1.0,0
San Vicente,El Salvador,El_Salvador_San_Vicente_20151212,2015-12-12 00:00:00,13.6391,-88.7831,1.31371661385,0
Tabasco,Mexico,Mexico_Tabasco_20151212,2015-12-12 00:00:00,17.8409,-92.6189,1.0,0
Hidalgo,Mexico,Mexico_Hidalgo_20151212,2015-12-12 00:00:00,20.0911,-98.7624,1.0,3
Aguascalientes,Mexico,Mexico_Aguascalientes_20151212,2015-12-12 00:00:00,21.8853,-102.2916,1.0,2
Sonora,Mexico,Mexico_Sonora_20151212,2015-12-12 00:00:00,29.2972,-110.3309,1.0,2
Distrito Federal,Mexico,Mexico_Distrito_Federal_20151212,2015-12-12 00:00:00,19.2465,-99.1013,1.0,2
Tlaxcala,Mexico,Mexico_Tlaxcala_20151212,2015-12-12 00:00:00,19.3182,-98.2375,1.0,3
Mexico,Mexico,Mexico_Mexico_20151212,2015-12-12 00:00:00,19.2465,-99.1013,1.0,2
Baja California,Mexico,Mexico_Baja_California_20151212,2015-12-12 00:00:00,30.8406,-115.2838,1.0,2
Sinaloa,Mexico,Mexico_Sinaloa_20151212,2015-12-12 00:00:00,25.1721,-107.4795,1.0,0
Nuevo Leon,Mexico,Mexico_Nuevo_Leon_20151212,2015-12-12 00:00:00,25.5922,-99.9962,1.0,0
Nayarit,Mexico,Mexico_Nayarit_20151212,2015-12-12 00:00:00,21.7514,-104.8455,1.0,0
Chihuahua,Mexico,Mexico_Chihuahua_20151212,2015-12-12 00:00:00,28.633,-106.0691,1.0,2
Yucatan,Mexico,Mexico_Yucatan_20151212,2015-12-12 00:00:00,20.7099,-89.0943,1.0,0
Puebla,Mexico,Mexico_Puebla_20151212,2015-12-12 00:00:00,19.0413,-98.2062,1.0,3
Zacatecas,Mexico,Mexico_Zacatecas_20151212,2015-12-12 00:00:00,22.7709,-102.5832,1.0,2
Tamaulipas,Mexico,Mexico_Tamaulipas_20151212,2015-12-12 00:00:00,24.2669,-98.8363,1.0,3
Oaxaca,Mexico,Mexico_Oaxaca_20151212,2015-12-12 00:00:00,17.0542,-96.7132,1.0,0
Campeche,Mexico,Mexico_Campeche_20151212,2015-12-12 00:00:00,18.9312,-90.2618,1.0,0
Morazan,El Salvador,El_Salvador_Morazan_20151212,2015-12-12 00:00:00,13.7682,-88.1291,1.04695078575,0
La Union,El Salvador,El_Salvador_La_Union_20151212,2015-12-12 00:00:00,13.3323,-87.8501,1.01920713962,0
Guerrero,Mexico,Mexico_Guerrero_20151212,2015-12-12 00:00:00,17.4392,-99.5451,1.0,0
Queretaro de Arteaga,Mexico,Mexico_Queretaro_de_Arteaga_20151212,2015-12-12 00:00:00,20.5888,-100.3899,1.0,2
La Paz,El Salvador,El_Salvador_La_Paz_20151212,2015-12-12 00:00:00,13.4954,-88.9797,1.0597555455,0
La Libertad,El Salvador,El_Salvador_La_Libertad_20151212,2015-12-12 00:00:00,13.4907,-89.3085,1.37560628597,0
Morelos,Mexico,Mexico_Morelos_20151212,2015-12-12 00:00:00,18.6813,-99.1013,1.0,3
Guanajuato,Mexico,Mexico_Guanajuato_20151212,2015-12-12 00:00:00,20.917,-101.1617,1.0,3
Chiquimula,Guatemala,Guatemala_Chiquimula_20151216,2015-12-16 00:00:00,14.7925,-89.545,1.0085365065,0
Escuintla,Guatemala,Guatemala_Escuintla_20151216,2015-12-16 00:00:00,14.3009,-90.7882,1.01493888637,0
Suchitepequez,Guatemala,Guatemala_Suchitepequez_20151216,2015-12-16 00:00:00,14.4216,-91.4048,1.00640237987,0
Zacapa,Guatemala,Guatemala_Zacapa_20151216,2015-12-16 00:00:00,14.9676,-89.5356,1.051219039,0
Jutiapa,Guatemala,Guatemala_Jutiapa_20151216,2015-12-16 00:00:00,14.1931,-89.9253,1.00213412662,0
Tabasco,Mexico,Mexico_Tabasco_20151219,2015-12-19 00:00:00,17.8409,-92.6189,1.0,0
Nuevo Leon,Mexico,Mexico_Nuevo_Leon_20151219,2015-12-19 00:00:00,25.5922,-99.9962,1.0,0
Oaxaca,Mexico,Mexico_Oaxaca_20151219,2015-12-19 00:00:00,17.0542,-96.7132,1.0,0
La Paz,El Salvador,El_Salvador_La_Paz_20151219,2015-12-19 00:00:00,13.4954,-88.9797,1.13018172412,0
Jalisco,Mexico,Mexico_Jalisco_20151219,2015-12-19 00:00:00,20.6595,-103.3494,1.0,0
Mexico,Mexico,Mexico_Mexico_20151219,2015-12-19 00:00:00,19.2465,-99.1013,1.0,2
San Vicente,El Salvador,El_Salvador_San_Vicente_20151219,2015-12-19 00:00:00,13.6391,-88.7831,1.47804436397,0
Guerrero,Mexico,Mexico_Guerrero_20151219,2015-12-19 00:00:00,17.4392,-99.5451,1.0,0
Hidalgo,Mexico,Mexico_Hidalgo_20151219,2015-12-19 00:00:00,20.0911,-98.7624,1.0,3
Sonora,Mexico,Mexico_Sonora_20151219,2015-12-19 00:00:00,29.2972,-110.3309,1.0,2
Morelos,Mexico,Mexico_Morelos_20151219,2015-12-19 00:00:00,18.6813,-99.1013,1.0,3
Queretaro de Arteaga,Mexico,Mexico_Queretaro_de_Arteaga_20151219,2015-12-19 00:00:00,20.5888,-100.3899,1.0,2
Quintana Roo,Mexico,Mexico_Quintana_Roo_20151219,2015-12-19 00:00:00,19.1817,-88.4791,1.0,1
San Miguel,El Salvador,El_Salvador_San_Miguel_20151219,2015-12-19 00:00:00,13.4793,-88.1779,1.10884045787,0
Michoacan de Ocampo,Mexico,Mexico_Michoacan_de_Ocampo_20151219,2015-12-19 00:00:00,19.5665,-101.7068,1.0,0
San Luis Potosi,Mexico,Mexico_San_Luis_Potosi_20151219,2015-12-19 00:00:00,22.1565,-100.9855,1.0,2
Distrito Federal,Mexico,Mexico_Distrito_Federal_20151219,2015-12-19 00:00:00,19.2465,-99.1013,1.0,2
Morazan,El Salvador,El_Salvador_Morazan_20151219,2015-12-19 00:00:00,13.7682,-88.1291,1.11310871112,0
Durango,Mexico,Mexico_Durango_20151219,2015-12-19 00:00:00,24.5593,-104.6588,1.0,2
Guanajuato,Mexico,Mexico_Guanajuato_20151219,2015-12-19 00:00:00,20.917,-101.1617,1.0,3
Usulutan,El Salvador,El_Salvador_Usulutan_20151219,2015-12-19 00:00:00,13.3453,-88.4428,1.14725473711,0
Puebla,Mexico,Mexico_Puebla_20151219,2015-12-19 00:00:00,19.0413,-98.2062,1.0,3
Nayarit,Mexico,Mexico_Nayarit_20151219,2015-12-19 00:00:00,21.7514,-104.8455,1.0,0
La Union,El Salvador,El_Salvador_La_Union_20151219,2015-12-19 00:00:00,13.3323,-87.8501,1.02774364612,0
La Libertad,El Salvador,El_Salvador_La_Libertad_20151219,2015-12-19 00:00:00,13.4907,-89.3085,1.68505464658,0
Tamaulipas,Mexico,Mexico_Tamaulipas_20151219,2015-12-19 00:00:00,24.2669,-98.8363,1.0,3
Sinaloa,Mexico,Mexico_Sinaloa_20151219,2015-12-19 00:00:00,25.1721,-107.4795,1.0,0
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20151219,2015-12-19 00:00:00,26.0444,-111.6661,1.0,3
Baja California,Mexico,Mexico_Baja_California_20151219,2015-12-19 00:00:00,30.8406,-115.2838,1.0,2
Colima,Mexico,Mexico_Colima_20151219,2015-12-19 00:00:00,19.1223,-104.0072,1.0,0
Aguascalientes,Mexico,Mexico_Aguascalientes_20151219,2015-12-19 00:00:00,21.8853,-102.2916,1.0,2
Chihuahua,Mexico,Mexico_Chihuahua_20151219,2015-12-19 00:00:00,28.633,-106.0691,1.0,2
Campeche,Mexico,Mexico_Campeche_20151219,2015-12-19 00:00:00,18.9312,-90.2618,1.0,0
Yucatan,Mexico,Mexico_Yucatan_20151219,2015-12-19 00:00:00,20.7099,-89.0943,1.0,0
Zacatecas,Mexico,Mexico_Zacatecas_20151219,2015-12-19 00:00:00,22.7709,-102.5832,1.0,2
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20151219,2015-12-19 00:00:00,27.0587,-101.7068,1.0,0
Tlaxcala,Mexico,Mexico_Tlaxcala_20151219,2015-12-19 00:00:00,19.3182,-98.2375,1.0,3
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20151219,2015-12-19 00:00:00,19.2602,-96.5783,1.0,0
Jutiapa,Guatemala,Guatemala_Jutiapa_20151223,2015-12-23 00:00:00,14.1931,-89.9253,1.00213412662,0
Escuintla,Guatemala,Guatemala_Escuintla_20151223,2015-12-23 00:00:00,14.3009,-90.7882,1.01493888637,0
Suchitepequez,Guatemala,Guatemala_Suchitepequez_20151223,2015-12-23 00:00:00,14.4216,-91.4048,1.01067063312,0
Nor Oriente,Guatemala,Guatemala_Nor_Oriente_20151223,2015-12-23 00:00:00,14.628034,-90.50906,1.00426825325,0
Zacapa,Guatemala,Guatemala_Zacapa_20151223,2015-12-23 00:00:00,14.9676,-89.5356,1.06188967212,0
Chiquimula,Guatemala,Guatemala_Chiquimula_20151223,2015-12-23 00:00:00,14.7925,-89.545,1.01280475975,0
Zacatecas,Mexico,Mexico_Zacatecas_20151226,2015-12-26 00:00:00,22.7709,-102.5832,1.0,2
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20151226,2015-12-26 00:00:00,27.0587,-101.7068,1.0,0
Guerrero,Mexico,Mexico_Guerrero_20151226,2015-12-26 00:00:00,17.4392,-99.5451,1.0,0
Sinaloa,Mexico,Mexico_Sinaloa_20151226,2015-12-26 00:00:00,25.1721,-107.4795,1.0,0
Oaxaca,Mexico,Mexico_Oaxaca_20151226,2015-12-26 00:00:00,17.0542,-96.7132,1.0,0
Michoacan de Ocampo,Mexico,Mexico_Michoacan_de_Ocampo_20151226,2015-12-26 00:00:00,19.5665,-101.7068,1.0,0
Chihuahua,Mexico,Mexico_Chihuahua_20151226,2015-12-26 00:00:00,28.633,-106.0691,1.0,2
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20151226,2015-12-26 00:00:00,26.0444,-111.6661,1.0,3
Durango,Mexico,Mexico_Durango_20151226,2015-12-26 00:00:00,24.5593,-104.6588,1.0,2
Tamaulipas,Mexico,Mexico_Tamaulipas_20151226,2015-12-26 00:00:00,24.2669,-98.8363,1.0,3
Queretaro de Arteaga,Mexico,Mexico_Queretaro_de_Arteaga_20151226,2015-12-26 00:00:00,20.5888,-100.3899,1.0,2
Hidalgo,Mexico,Mexico_Hidalgo_20151226,2015-12-26 00:00:00,20.0911,-98.7624,1.0,3
San Luis Potosi,Mexico,Mexico_San_Luis_Potosi_20151226,2015-12-26 00:00:00,22.1565,-100.9855,1.0,2
Nayarit,Mexico,Mexico_Nayarit_20151226,2015-12-26 00:00:00,21.7514,-104.8455,1.0,0
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20151226,2015-12-26 00:00:00,19.2602,-96.5783,1.0,0
Yucatan,Mexico,Mexico_Yucatan_20151226,2015-12-26 00:00:00,20.7099,-89.0943,1.0,0
Baja California,Mexico,Mexico_Baja_California_20151226,2015-12-26 00:00:00,30.8406,-115.2838,1.0,2
Nuevo Leon,Mexico,Mexico_Nuevo_Leon_20151226,2015-12-26 00:00:00,25.5922,-99.9962,1.0,0
Campeche,Mexico,Mexico_Campeche_20151226,2015-12-26 00:00:00,18.9312,-90.2618,1.0,0
Colima,Mexico,Mexico_Colima_20151226,2015-12-26 00:00:00,19.1223,-104.0072,1.0,0
Aguascalientes,Mexico,Mexico_Aguascalientes_20151226,2015-12-26 00:00:00,21.8853,-102.2916,1.0,2
Sonora,Mexico,Mexico_Sonora_20151226,2015-12-26 00:00:00,29.2972,-110.3309,1.0,2
Tabasco,Mexico,Mexico_Tabasco_20151226,2015-12-26 00:00:00,17.8409,-92.6189,1.0,0
Guanajuato,Mexico,Mexico_Guanajuato_20151226,2015-12-26 00:00:00,20.917,-101.1617,1.0,3
Jalisco,Mexico,Mexico_Jalisco_20151226,2015-12-26 00:00:00,20.6595,-103.3494,1.0,0
Puebla,Mexico,Mexico_Puebla_20151226,2015-12-26 00:00:00,19.0413,-98.2062,1.0,3
Mexico,Mexico,Mexico_Mexico_20151226,2015-12-26 00:00:00,19.2465,-99.1013,1.0,2
Morelos,Mexico,Mexico_Morelos_20151226,2015-12-26 00:00:00,18.6813,-99.1013,1.0,3
Quintana Roo,Mexico,Mexico_Quintana_Roo_20151226,2015-12-26 00:00:00,19.1817,-88.4791,1.0,1
Tlaxcala,Mexico,Mexico_Tlaxcala_20151226,2015-12-26 00:00:00,19.3182,-98.2375,1.0,3
Distrito Federal,Mexico,Mexico_Distrito_Federal_20151226,2015-12-26 00:00:00,19.2465,-99.1013,1.0,2
La Libertad,El Salvador,El_Salvador_La_Libertad_20151227,2015-12-27 00:00:00,13.4907,-89.3085,1.95395460131,0
San Vicente,El Salvador,El_Salvador_San_Vicente_20151227,2015-12-27 00:00:00,13.6391,-88.7831,1.63810386083,0
La Union,El Salvador,El_Salvador_La_Union_20151227,2015-12-27 00:00:00,13.3323,-87.8501,1.04054840587,0
San Miguel,El Salvador,El_Salvador_San_Miguel_20151227,2015-12-27 00:00:00,13.4793,-88.1779,1.12377934424,0
Usulutan,El Salvador,El_Salvador_Usulutan_20151227,2015-12-27 00:00:00,13.3453,-88.4428,1.16646187674,0
La Paz,El Salvador,El_Salvador_La_Paz_20151227,2015-12-27 00:00:00,13.4954,-88.9797,1.16219362349,0
Morazan,El Salvador,El_Salvador_Morazan_20151227,2015-12-27 00:00:00,13.7682,-88.1291,1.14085235724,0
Chiquimula,Guatemala,Guatemala_Chiquimula_20151229,2015-12-29 00:00:00,14.7925,-89.545,1.01280475975,0
Suchitepequez,Guatemala,Guatemala_Suchitepequez_20151229,2015-12-29 00:00:00,14.4216,-91.4048,1.01067063312,0
Jutiapa,Guatemala,Guatemala_Jutiapa_20151229,2015-12-29 00:00:00,14.1931,-89.9253,1.00213412662,0
Escuintla,Guatemala,Guatemala_Escuintla_20151229,2015-12-29 00:00:00,14.3009,-90.7882,1.01493888637,0
Nor Oriente,Guatemala,Guatemala_Nor_Oriente_20151229,2015-12-29 00:00:00,14.628034,-90.50906,1.00426825325,0
Zacapa,Guatemala,Guatemala_Zacapa_20151229,2015-12-29 00:00:00,14.9676,-89.5356,1.06188967212,0
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20160102,2016-01-02 00:00:00,26.0444,-111.6661,1.0,3
Quintana Roo,Mexico,Mexico_Quintana_Roo_20160102,2016-01-02 00:00:00,19.1817,-88.4791,1.0,1
Puebla,Mexico,Mexico_Puebla_20160102,2016-01-02 00:00:00,19.0413,-98.2062,1.0,3
Guanajuato,Mexico,Mexico_Guanajuato_20160102,2016-01-02 00:00:00,20.917,-101.1617,1.0,3
Durango,Mexico,Mexico_Durango_20160102,2016-01-02 00:00:00,24.5593,-104.6588,1.0,2
Yucatan,Mexico,Mexico_Yucatan_20160102,2016-01-02 00:00:00,20.7099,-89.0943,1.0,0
Zacatecas,Mexico,Mexico_Zacatecas_20160102,2016-01-02 00:00:00,22.7709,-102.5832,1.0,2
Morelos,Mexico,Mexico_Morelos_20160102,2016-01-02 00:00:00,18.6813,-99.1013,1.0,3
Hidalgo,Mexico,Mexico_Hidalgo_20160102,2016-01-02 00:00:00,20.0911,-98.7624,1.0,3
Tamaulipas,Mexico,Mexico_Tamaulipas_20160102,2016-01-02 00:00:00,24.2669,-98.8363,1.0,3
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20160102,2016-01-02 00:00:00,19.2602,-96.5783,1.0,0
Colima,Mexico,Mexico_Colima_20160102,2016-01-02 00:00:00,19.1223,-104.0072,1.0,0
Nuevo Leon,Mexico,Mexico_Nuevo_Leon_20160102,2016-01-02 00:00:00,25.5922,-99.9962,1.01493888637,0
Jalisco,Mexico,Mexico_Jalisco_20160102,2016-01-02 00:00:00,20.6595,-103.3494,1.00426825325,0
Campeche,Mexico,Mexico_Campeche_20160102,2016-01-02 00:00:00,18.9312,-90.2618,1.0,0
Aguascalientes,Mexico,Mexico_Aguascalientes_20160102,2016-01-02 00:00:00,21.8853,-102.2916,1.0,2
Tabasco,Mexico,Mexico_Tabasco_20160102,2016-01-02 00:00:00,17.8409,-92.6189,1.0,0
Baja California,Mexico,Mexico_Baja_California_20160102,2016-01-02 00:00:00,30.8406,-115.2838,1.0,2
Mexico,Mexico,Mexico_Mexico_20160102,2016-01-02 00:00:00,19.2465,-99.1013,1.0,2
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20160102,2016-01-02 00:00:00,27.0587,-101.7068,1.0,0
Tlaxcala,Mexico,Mexico_Tlaxcala_20160102,2016-01-02 00:00:00,19.3182,-98.2375,1.0,3
Sonora,Mexico,Mexico_Sonora_20160102,2016-01-02 00:00:00,29.2972,-110.3309,1.0,2
