city,state,permalink,created_at,lat,long,zika_cases,color
Linares,Colombia,Colombia_Narino_Linares_20160109,2016-01-09 00:00:00,1.3509,-77.5239,1.0,2
Guatavita,Colombia,Colombia_Cundinamarca_Guatavita_20160109,2016-01-09 00:00:00,4.934487,-73.833644,1.0,2
Yaguara,Colombia,Colombia_Huila_Yaguara_20160109,2016-01-09 00:00:00,2.664454,-75.518334,1.00128047597,0
Medio Atrato,Colombia,Colombia_Choco_Medio_Atrato_20160109,2016-01-09 00:00:00,5.9897164,-76.7336521,1.0,3
Providencia,Colombia,Colombia_Narino_Providencia_20160109,2016-01-09 00:00:00,13.3388,-81.3729,1.0,0
Murindo,Colombia,Colombia_Antioquia_Murindo_20160109,2016-01-09 00:00:00,6.976297,-76.81975,1.0,0
Unguia,Colombia,Colombia_Choco_Unguia_20160109,2016-01-09 00:00:00,8.04668,-77.093232,1.0,0
Algarrobo,Colombia,Colombia_Magdalena_Algarrobo_20160109,2016-01-09 00:00:00,10.10004,-74.26663,1.0,0
Lloro,Colombia,Colombia_Choco_Lloro_20160109,2016-01-09 00:00:00,5.5042099,-76.53145,1.00021341266,0
Mutata,Colombia,Colombia_Antioquia_Mutata_20160109,2016-01-09 00:00:00,7.244106,-76.436567,1.00021341266,0
Puerres,Colombia,Colombia_Narino_Puerres_20160109,2016-01-09 00:00:00,0.8847,-77.5058,1.0,0
Rivera,Colombia,Colombia_Huila_Rivera_20160109,2016-01-09 00:00:00,2.777781,-75.2594359,1.00085365065,0
Potosi,Colombia,Colombia_Narino_Potosi_20160109,2016-01-09 00:00:00,0.807,-77.5727,1.0,2
Liborina,Colombia,Colombia_Antioquia_Liborina_20160109,2016-01-09 00:00:00,6.67745,-75.811744,1.0,0
Ospina,Colombia,Colombia_Narino_Ospina_20160109,2016-01-09 00:00:00,1.0585,-77.5661,1.0,2
Junin,Colombia,Colombia_Cundinamarca_Junin_20160109,2016-01-09 00:00:00,4.791028,-73.663027,1.0,2
Riosucio,Colombia,Colombia_Choco_Riosucio_20160109,2016-01-09 00:00:00,5.4206839,-75.705388,1.0,3
La Ceja,Colombia,Colombia_Antioquia_La_Ceja_20160109,2016-01-09 00:00:00,6.027632,-75.431596,1.0,0
Mallama,Colombia,Colombia_Narino_Mallama_20160109,2016-01-09 00:00:00,1.1409,-77.8646,1.0,2
Gutierrez,Colombia,Colombia_Cundinamarca_Gutierrez_20160109,2016-01-09 00:00:00,4.255066,-74.002767,1.0,3
Tello,Colombia,Colombia_Huila_Tello_20160109,2016-01-09 00:00:00,3.0673499,-75.1381059,1.00085365065,0
Rio Quito,Colombia,Colombia_Choco_Rio_Quito_20160109,2016-01-09 00:00:00,5.5380856,-76.7798172,1.0,3
La Estrella,Colombia,Colombia_Antioquia_La_Estrella_20160109,2016-01-09 00:00:00,6.138751,-75.635586,1.0,0
Magsi,Colombia,Colombia_Narino_Magsi_20160109,2016-01-09 00:00:00,1.289151,-77.35794,1.0,2
Mosquera,Colombia,Colombia_Narino_Mosquera_20160109,2016-01-09 00:00:00,4.706,-74.2301,1.0,3
Tocancipa,Colombia,Colombia_Cundinamarca_Tocancipa_20160109,2016-01-09 00:00:00,4.965002,-73.9108229,1.0,3
Ubaque,Colombia,Colombia_Cundinamarca_Ubaque_20160109,2016-01-09 00:00:00,4.482842,-73.93468,1.0,2
Santa Maria,Colombia,Colombia_Huila_Santa_Maria_20160109,2016-01-09 00:00:00,2.939062,-75.586386,1.0,0
Teruel,Colombia,Colombia_Huila_Teruel_20160109,2016-01-09 00:00:00,2.741117,-75.568503,1.0,0
Rio Iro,Colombia,Colombia_Choco_Rio_Iro_20160109,2016-01-09 00:00:00,5.1437706,-76.5680257,1.0,3
Narino,Colombia,Colombia_Narino_Narino_20160109,2016-01-09 00:00:00,1.2892,-77.3579,1.0,0
La Pintada,Colombia,Colombia_Antioquia_La_Pintada_20160109,2016-01-09 00:00:00,5.746942,-75.606403,1.0,0
Guayabetal,Colombia,Colombia_Cundinamarca_Guayabetal_20160109,2016-01-09 00:00:00,4.2157,-73.81476,1.0,0
Los Andes,Colombia,Colombia_Narino_Los_Andes_20160109,2016-01-09 00:00:00,1.6182,-77.6307,1.0,2
Une,Colombia,Colombia_Cundinamarca_Une_20160109,2016-01-09 00:00:00,4.402585,-74.025384,1.0,0
Olaya Herrera,Colombia,Colombia_Narino_Olaya_Herrera_20160109,2016-01-09 00:00:00,6.2186,-75.5868,1.0,3
Jardin,Colombia,Colombia_Antioquia_Jardin_20160109,2016-01-09 00:00:00,5.596767,-75.819361,1.0,0
Tado,Colombia,Colombia_Choco_Tado_20160109,2016-01-09 00:00:00,5.2649419,-76.559433,1.0,0
La Union,Colombia,Colombia_Antioquia_La_Union_20160109,2016-01-09 00:00:00,5.973839,-75.3609759,1.0,0
Quibdo,Colombia,Colombia_Choco_Quibdo_20160109,2016-01-09 00:00:00,5.695633,-76.649812,1.0,0
Tesalia,Colombia,Colombia_Huila_Tesalia_20160109,2016-01-09 00:00:00,2.485427,-75.727318,1.0,0
Zacatecas,Mexico,Mexico_Zacatecas_20160109,2016-01-09 00:00:00,22.7709,-102.5832,1.0,2
Gachancipa,Colombia,Colombia_Cundinamarca_Gachancipa_20160109,2016-01-09 00:00:00,4.980389,-73.884664,1.0,3
Narino,Colombia,Colombia_Antioquia_Narino_20160109,2016-01-09 00:00:00,1.289151,-77.35794,1.0,0
Pupiales,Colombia,Colombia_Narino_Pupiales_20160109,2016-01-09 00:00:00,0.8717,-77.641,1.0,2
Cerro San Antonio,Colombia,Colombia_Magdalena_Cerro_San_Antonio_20160109,2016-01-09 00:00:00,10.327095,-74.868681,1.0,0
Sandona,Colombia,Colombia_Narino_Sandona_20160109,2016-01-09 00:00:00,1.2833,-77.472,1.0,0
Pueblorrico,Colombia,Colombia_Antioquia_Pueblorrico_20160109,2016-01-09 00:00:00,5.794161,-75.840589,1.0,3
Palestina,Colombia,Colombia_Huila_Palestina_20160109,2016-01-09 00:00:00,5.02022,-75.62281,1.0,0
Tabasco,Mexico,Mexico_Tabasco_20160109,2016-01-09 00:00:00,17.8409,-92.6189,1.0,0
Chibolo,Colombia,Colombia_Magdalena_Chibolo_20160109,2016-01-09 00:00:00,10.02812,-74.621575,1.00021341266,0
Certegui,Colombia,Colombia_Choco_Certegui_20160109,2016-01-09 00:00:00,5.40004,-76.60003,1.0,0
Santacruz,Colombia,Colombia_Narino_Santacruz_20160109,2016-01-09 00:00:00,1.2785,-77.7223,1.0,2
Retiro,Colombia,Colombia_Antioquia_Retiro_20160109,2016-01-09 00:00:00,6.060955,-75.502582,1.0,3
Heliconia,Colombia,Colombia_Antioquia_Heliconia_20160109,2016-01-09 00:00:00,6.208781,-75.732944,1.0,0
Gacheta,Colombia,Colombia_Cundinamarca_Gacheta_20160109,2016-01-09 00:00:00,4.816972,-73.636306,1.0,0
Gama,Colombia,Colombia_Cundinamarca_Gama_20160109,2016-01-09 00:00:00,4.762033,-73.610321,1.0,2
Sonora,Mexico,Mexico_Sonora_20160109,2016-01-09 00:00:00,29.2972,-110.3309,1.0,2
La Florida,Colombia,Colombia_Narino_La_Florida_20160109,2016-01-09 00:00:00,1.2986,-77.4044,1.0,2
Sapuyes,Colombia,Colombia_Narino_Sapuyes_20160109,2016-01-09 00:00:00,1.0374,-77.6194,1.0,2
Rionegro,Colombia,Colombia_Antioquia_Rionegro_20160109,2016-01-09 00:00:00,6.144837,-75.375085,1.00021341266,0
Ayapel,Colombia,Colombia_Cordoba_Ayapel_20160109,2016-01-09 00:00:00,8.3092849,-75.140264,1.0,0
Cienaga,Colombia,Colombia_Magdalena_Cienaga_20160109,2016-01-09 00:00:00,11.007984,-74.248926,1.03307896269,0
Taminango,Colombia,Colombia_Narino_Taminango_20160109,2016-01-09 00:00:00,1.5705,-77.2807,1.00106706331,1
Sabanalarga,Colombia,Colombia_Antioquia_Sabanalarga_20160109,2016-01-09 00:00:00,10.632409,-74.920163,1.00042682532,0
Sinaloa,Mexico,Mexico_Sinaloa_20160109,2016-01-09 00:00:00,25.1721,-107.4795,1.0,0
Sabaneta,Colombia,Colombia_Antioquia_Sabaneta_20160109,2016-01-09 00:00:00,6.150559,-75.61682,1.0,0
Belen De Bajira,Colombia,Colombia_Choco_Belen_De_Bajira_20160109,2016-01-09 00:00:00,7.3689153,-76.714114,1.0,3
Palermo,Colombia,Colombia_Huila_Palermo_20160109,2016-01-09 00:00:00,2.886246,-75.433419,1.0017073013,0
Carmen Del Darien,Colombia,Colombia_Choco_Carmen_Del_Darien_20160109,2016-01-09 00:00:00,7.05,-76.9,1.0,3
Condoto,Colombia,Colombia_Choco_Condoto_20160109,2016-01-09 00:00:00,5.089546,-76.652079,1.0,0
Tamaulipas,Mexico,Mexico_Tamaulipas_20160109,2016-01-09 00:00:00,24.2669,-98.8363,1.0,3
Itagui,Colombia,Colombia_Antioquia_Itagui_20160109,2016-01-09 00:00:00,6.1675682,-75.6146712,1.00085365065,0
Guasca,Colombia,Colombia_Cundinamarca_Guasca_20160109,2016-01-09 00:00:00,4.867236,-73.877402,1.0,2
Nechi,Colombia,Colombia_Antioquia_Nechi_20160109,2016-01-09 00:00:00,8.088419,-74.776327,1.0,0
Yucatan,Mexico,Mexico_Yucatan_20160109,2016-01-09 00:00:00,20.7099,-89.0943,1.0,0
Tena,Colombia,Colombia_Cundinamarca_Tena_20160109,2016-01-09 00:00:00,4.655623,-74.389576,1.00042682532,0
Leiva,Colombia,Colombia_Narino_Leiva_20160109,2016-01-09 00:00:00,1.9357,-77.3034,1.0,2
Samaniego,Colombia,Colombia_Narino_Samaniego_20160109,2016-01-09 00:00:00,1.3326,-77.5862,1.0,2
Aracataca,Colombia,Colombia_Magdalena_Aracataca_20160109,2016-01-09 00:00:00,10.591925,-74.186103,1.0034146026,0
Necocli,Colombia,Colombia_Antioquia_Necocli_20160109,2016-01-09 00:00:00,8.427174,-76.787678,1.0,0
El Carmen De Atrato,Colombia,Colombia_Choco_El_Carmen_De_Atrato_20160109,2016-01-09 00:00:00,5.8847699,-76.22023,1.0,3
Veracruz de Ignacio de la Llave,Mexico,Mexico_Veracruz_de_Ignacio_de_la_Llave_20160109,2016-01-09 00:00:00,19.2602,-96.5783,1.0,0
San Lorenzo,Colombia,Colombia_Narino_San_Lorenzo_20160109,2016-01-09 00:00:00,1.5035,-77.2152,1.0,0
Vergara,Colombia,Colombia_Cundinamarca_Vergara_20160109,2016-01-09 00:00:00,5.118232,-74.344953,1.0,0
Olaya,Colombia,Colombia_Antioquia_Olaya_20160109,2016-01-09 00:00:00,6.626961,-75.8127,1.0,0
La Calera,Colombia,Colombia_Cundinamarca_La_Calera_20160109,2016-01-09 00:00:00,4.720521,-73.968631,1.0,0
Granada,Colombia,Colombia_Cundinamarca_Granada_20160109,2016-01-09 00:00:00,3.544831,-73.705281,1.0,0
Ariguani,Colombia,Colombia_Magdalena_Ariguani_20160109,2016-01-09 00:00:00,10.24999,-73.99861,1.0,0
El Canton Del San Pablo,Colombia,Colombia_Choco_El_Canton_Del_San_Pablo_20160109,2016-01-09 00:00:00,5.33893,-76.73137,1.0,3
Tlaxcala,Mexico,Mexico_Tlaxcala_20160109,2016-01-09 00:00:00,19.3182,-98.2375,1.0,3
La Llanada,Colombia,Colombia_Narino_La_Llanada_20160109,2016-01-09 00:00:00,1.4729,-77.5798,1.0,2
Union Panamericana,Colombia,Colombia_Choco_Union_Panamericana_20160109,2016-01-09 00:00:00,5.30648,-76.64543,1.0,3
San Pablo,Colombia,Colombia_Narino_San_Pablo_20160109,2016-01-09 00:00:00,7.4779,-73.9241,1.0,0
Hispania,Colombia,Colombia_Antioquia_Hispania_20160109,2016-01-09 00:00:00,5.799059,-75.907993,1.00021341266,0
San Pedro De Cartago,Colombia,Colombia_Narino_San_Pedro_De_Cartago_20160109,2016-01-09 00:00:00,1.5527,-77.1202,1.0,0
Istmina,Colombia,Colombia_Choco_Istmina_20160109,2016-01-09 00:00:00,5.15894,-76.69161,1.0,0
El Colegio,Colombia,Colombia_Cundinamarca_El_Colegio_20160109,2016-01-09 00:00:00,4.58473,-74.94942,1.00554872922,0
Fosca,Colombia,Colombia_Cundinamarca_Fosca_20160109,2016-01-09 00:00:00,4.338952,-73.938919,1.0,3
Yumbo,Colombia,Colombia_Valle_Del_Cauca_Yumbo_20160109,2016-01-09 00:00:00,3.5453,-76.495,1.00021341266,0
Sabanas De San Angel,Colombia,Colombia_Magdalena_Sabanas_De_San_Angel_20160109,2016-01-09 00:00:00,10.0953783,-74.1709702,1.00426825325,0
Aguachica,Colombia,Colombia_Cesar_Aguachica_20160109,2016-01-09 00:00:00,8.305925,-73.611665,1.02432904352,0
Pradera,Colombia,Colombia_Valle_Del_Cauca_Pradera_20160109,2016-01-09 00:00:00,3.4182,-76.2423,1.0,0
Suesca,Colombia,Colombia_Cundinamarca_Suesca_20160109,2016-01-09 00:00:00,5.103929,-73.798632,1.0,2
San Cayetano,Colombia,Colombia_Norte_Santander_San_Cayetano_20160109,2016-01-09 00:00:00,7.8788,-72.6244,1.00405484059,0
Puerto Tejada,Colombia,Colombia_Cauca_Puerto_Tejada_20160109,2016-01-09 00:00:00,3.22059,-76.415465,1.0,0
El Rosario,Colombia,Colombia_Narino_El_Rosario_20160109,2016-01-09 00:00:00,1.7431,-77.3351,1.0,1
Barranco Minas,Colombia,Colombia_Guainia_Barranco_Minas_20160109,2016-01-09 00:00:00,3.4842,-69.8108,1.0,3
Mutiscua,Colombia,Colombia_Norte_Santander_Mutiscua_20160109,2016-01-09 00:00:00,7.3002,-72.7468,1.0,0
Venecia,Colombia,Colombia_Antioquia_Venecia_20160109,2016-01-09 00:00:00,4.5927121,-74.1379427,1.0,0
Palmira,Colombia,Colombia_Valle_Del_Cauca_Palmira_20160109,2016-01-09 00:00:00,3.537972,-76.297166,1.00021341266,0
Subachoque,Colombia,Colombia_Cundinamarca_Subachoque_20160109,2016-01-09 00:00:00,4.929001,-74.172465,1.0,2
Campeche,Mexico,Mexico_Campeche_20160109,2016-01-09 00:00:00,18.9312,-90.2618,1.0,0
Dagua,Colombia,Colombia_Valle_Del_Cauca_Dagua_20160109,2016-01-09 00:00:00,3.658519,-76.690846,1.0,0
Toledo,Colombia,Colombia_Antioquia_Toledo_20160109,2016-01-09 00:00:00,7.010177,-75.692104,1.0,0
El Santuario,Colombia,Colombia_Antioquia_El_Santuario_20160109,2016-01-09 00:00:00,6.139611,-75.264509,1.0,3
Candelaria,Colombia,Colombia_Valle_Del_Cauca_Candelaria_20160109,2016-01-09 00:00:00,3.4141,-76.3489,1.0,0
Madrid,Colombia,Colombia_Cundinamarca_Madrid_20160109,2016-01-09 00:00:00,4.733779,-74.2627569,1.0,0
Santa Ana,Colombia,Colombia_Magdalena_Santa_Ana_20160109,2016-01-09 00:00:00,9.322961,-74.570544,1.00042682532,0
Inirida,Colombia,Colombia_Guainia_Inirida_20160109,2016-01-09 00:00:00,3.8683,-67.9239,1.00042682532,0
Labateca,Colombia,Colombia_Norte_Santander_Labateca_20160109,2016-01-09 00:00:00,7.2986,-72.4965,1.00064023799,0
Titiribi,Colombia,Colombia_Antioquia_Titiribi_20160109,2016-01-09 00:00:00,6.063494,-75.7893239,1.0,3
Baja California Sur,Mexico,Mexico_Baja_California_Sur_20160109,2016-01-09 00:00:00,26.0444,-111.6661,1.0,3
Restrepo,Colombia,Colombia_Valle_Del_Cauca_Restrepo_20160109,2016-01-09 00:00:00,3.8217,-76.5205,1.0,0
Yondo,Colombia,Colombia_Antioquia_Yondo_20160109,2016-01-09 00:00:00,7.0081406,-73.9100623,1.0,0
Choachi,Colombia,Colombia_Cundinamarca_Choachi_20160109,2016-01-09 00:00:00,4.528659,-73.922968,1.0,0
Agustin Codazzi,Colombia,Colombia_Cesar_Agustin_Codazzi_20160109,2016-01-09 00:00:00,10.034716,-73.237105,1.00021341266,0
Santiago,Colombia,Colombia_Norte_Santander_Santiago_20160109,2016-01-09 00:00:00,7.864145,-72.717692,1.00149388864,0
Los Patios,Colombia,Colombia_Norte_Santander_Los_Patios_20160109,2016-01-09 00:00:00,7.8332,-72.5044,1.04588372243,0
Cota,Colombia,Colombia_Cundinamarca_Cota_20160109,2016-01-09 00:00:00,4.809271,-74.103121,1.0,0
Piamonte,Colombia,Colombia_Cauca_Piamonte_20160109,2016-01-09 00:00:00,4.36672,-74.36663,1.0,0
Fredonia,Colombia,Colombia_Antioquia_Fredonia_20160109,2016-01-09 00:00:00,5.927245,-75.671007,1.0,0
Lourdes,Colombia,Colombia_Norte_Santander_Lourdes_20160109,2016-01-09 00:00:00,7.9448,-72.8318,1.0,0
Funes,Colombia,Colombia_Narino_Funes_20160109,2016-01-09 00:00:00,1.0012,-77.4489,1.0,2
Turbo,Colombia,Colombia_Antioquia_Turbo_20160109,2016-01-09 00:00:00,8.0951588,-76.7284559,1.00234753929,0
Villa Rica,Colombia,Colombia_Cauca_Villa_Rica_20160109,2016-01-09 00:00:00,3.175799,-76.46153,1.0,0
Salamina,Colombia,Colombia_Magdalena_Salamina_20160109,2016-01-09 00:00:00,5.402354,-75.486468,1.0,0
Chihuahua,Mexico,Mexico_Chihuahua_20160109,2016-01-09 00:00:00,28.633,-106.0691,1.0,2
San Zenon,Colombia,Colombia_Magdalena_San_Zenon_20160109,2016-01-09 00:00:00,9.245741,-74.4991189,1.00042682532,0
Entrerrios,Colombia,Colombia_Antioquia_Entrerrios_20160109,2016-01-09 00:00:00,6.566146,-75.516908,1.0,0
Sucre,Colombia,Colombia_Cauca_Sucre_20160109,2016-01-09 00:00:00,8.813977,-74.723283,1.00021341266,0
Cacahual,Colombia,Colombia_Guainia_Cacahual_20160109,2016-01-09 00:00:00,3.5142,-67.4153,1.0,3
Coahuila de Zaragoza,Mexico,Mexico_Coahuila_de_Zaragoza_20160109,2016-01-09 00:00:00,27.0587,-101.7068,1.0,0
Gigante,Colombia,Colombia_Huila_Gigante_20160109,2016-01-09 00:00:00,2.384507,-75.542888,1.00213412662,0
Cogua,Colombia,Colombia_Cundinamarca_Cogua_20160109,2016-01-09 00:00:00,5.061241,-73.976408,1.0,2
Urrao,Colombia,Colombia_Antioquia_Urrao_20160109,2016-01-09 00:00:00,6.313861,-76.13181,1.0,0
Ragonvalia,Colombia,Colombia_Norte_Santander_Ragonvalia_20160109,2016-01-09 00:00:00,7.5778,-72.4761,1.00064023799,0
Puerto Santander,Colombia,Colombia_Norte_Santander_Puerto_Santander_20160109,2016-01-09 00:00:00,8.3613,-72.4084,1.00533531656,0
Santander De Quilichao,Colombia,Colombia_Cauca_Santander_De_Quilichao_20160109,2016-01-09 00:00:00,3.01228,-76.484533,1.00021341266,0
Valdivia,Colombia,Colombia_Antioquia_Valdivia_20160109,2016-01-09 00:00:00,7.29117,-75.39215,1.0,0
Ginebra,Colombia,Colombia_Valle_Del_Cauca_Ginebra_20160109,2016-01-09 00:00:00,3.7252,-76.2693,1.0,0
El Tablon De Gomez,Colombia,Colombia_Narino_El_Tablon_De_Gomez_20160109,2016-01-09 00:00:00,1.4276,-77.0972,1.0,2
Guacari,Colombia,Colombia_Valle_Del_Cauca_Guacari_20160109,2016-01-09 00:00:00,3.763,-76.3325,1.0,0
Durango,Mexico,Mexico_Durango_20160109,2016-01-09 00:00:00,24.5593,-104.6588,1.0,2
Florida,Colombia,Colombia_Valle_Del_Cauca_Florida_20160109,2016-01-09 00:00:00,3.3213,-76.2354,1.0,0
Pamplonita,Colombia,Colombia_Norte_Santander_Pamplonita_20160109,2016-01-09 00:00:00,7.4372,-72.6384,1.0,0
Colima,Mexico,Mexico_Colima_20160109,2016-01-09 00:00:00,19.1223,-104.0072,1.0,0
Ocana,Colombia,Colombia_Norte_Santander_Ocana_20160109,2016-01-09 00:00:00,8.2521,-73.3532,1.00085365065,0
Valparaiso,Colombia,Colombia_Antioquia_Valparaiso_20160109,2016-01-09 00:00:00,5.615156,-75.625274,1.00085365065,0
San Calixto,Colombia,Colombia_Norte_Santander_San_Calixto_20160109,2016-01-09 00:00:00,8.4016,-73.209,1.00021341266,0
El Cerrito,Colombia,Colombia_Valle_Del_Cauca_El_Cerrito_20160109,2016-01-09 00:00:00,3.6841,-76.313,1.0,0
Cienaga De Oro,Colombia,Colombia_Cordoba_Cienaga_De_Oro_20160109,2016-01-09 00:00:00,8.879215,-75.621332,1.00021341266,0
La Cumbre,Colombia,Colombia_Valle_Del_Cauca_La_Cumbre_20160109,2016-01-09 00:00:00,3.6494,-76.568,1.0,0
Envigado,Colombia,Colombia_Antioquia_Envigado_20160109,2016-01-09 00:00:00,6.1696109,-75.5873636,1.00021341266,0
Medina,Colombia,Colombia_Cundinamarca_Medina_20160109,2016-01-09 00:00:00,4.508399,-73.349853,1.0,0
Salazar,Colombia,Colombia_Norte_Santander_Salazar_20160109,2016-01-09 00:00:00,7.772786,-72.809937,1.0017073013,0
Toribio,Colombia,Colombia_Cauca_Toribio_20160109,2016-01-09 00:00:00,2.9562909,-76.2704,1.0,0
Pamplona,Colombia,Colombia_Norte_Santander_Pamplona_20160109,2016-01-09 00:00:00,7.3782,-72.6503,1.00064023799,0
Cotorra,Colombia,Colombia_Cordoba_Cotorra_20160109,2016-01-09 00:00:00,9.039263,-75.790511,1.0,0
Jamundi,Colombia,Colombia_Valle_Del_Cauca_Jamundi_20160109,2016-01-09 00:00:00,3.2621,-76.5411,1.0,0
Uramita,Colombia,Colombia_Antioquia_Uramita_20160109,2016-01-09 00:00:00,6.896805,-76.171665,1.00021341266,0
Santa Rosa,Colombia,Colombia_Cauca_Santa_Rosa_20160109,2016-01-09 00:00:00,10.445791,-75.368501,1.0,3
Hobo,Colombia,Colombia_Huila_Hobo_20160109,2016-01-09 00:00:00,2.582523,-75.4498009,1.00021341266,0
Distrito Federal,Mexico,Mexico_Distrito_Federal_20160109,2016-01-09 00:00:00,19.2465,-99.1013,1.0,2
Caicedonia,Colombia,Colombia_Valle_Del_Cauca_Caicedonia_20160109,2016-01-09 00:00:00,4.3329,-75.8271,1.0,0
Padilla,Colombia,Colombia_Cauca_Padilla_20160109,2016-01-09 00:00:00,3.223586,-76.3133579,1.0,0
La Playa,Colombia,Colombia_Norte_Santander_La_Playa_20160109,2016-01-09 00:00:00,7.946283,-72.898807,1.0,0
Sardinata,Colombia,Colombia_Norte_Santander_Sardinata_20160109,2016-01-09 00:00:00,8.0851,-72.7999,1.00277436461,0
Ulloa,Colombia,Colombia_Valle_Del_Cauca_Ulloa_20160109,2016-01-09 00:00:00,4.7032,-75.7387,1.0,0
Guachucal,Colombia,Colombia_Narino_Guachucal_20160109,2016-01-09 00:00:00,0.9601,-77.7311,1.0,2
Colombia,Colombia,Colombia_Huila_Colombia_20160109,2016-01-09 00:00:00,4.570868,-74.297333,1.00021341266,0
Cali,Colombia,Colombia_Valle_Del_Cauca_Cali_20160109,2016-01-09 00:00:00,3.4525,-76.5358,1.00256095195,0
Chinu,Colombia,Colombia_Cordoba_Chinu_20160109,2016-01-09 00:00:00,9.105964,-75.401527,1.00064023799,0
La Apartada,Colombia,Colombia_Cordoba_La_Apartada_20160109,2016-01-09 00:00:00,8.048049,-75.334101,1.0,0
Taraza,Colombia,Colombia_Antioquia_Taraza_20160109,2016-01-09 00:00:00,7.583191,-75.399966,1.00021341266,0
Guanajuato,Mexico,Mexico_Guanajuato_20160109,2016-01-09 00:00:00,20.917,-101.1617,1.0,3
Frontino,Colombia,Colombia_Antioquia_Frontino_20160109,2016-01-09 00:00:00,6.777958,-76.132917,1.0,0
La Esperanza,Colombia,Colombia_Norte_Santander_La_Esperanza_20160109,2016-01-09 00:00:00,7.6396,-73.3275,1.0,0
Silos,Colombia,Colombia_Norte_Santander_Silos_20160109,2016-01-09 00:00:00,7.2048,-72.757,1.0,2
Baja California,Mexico,Mexico_Baja_California_20160109,2016-01-09 00:00:00,30.8406,-115.2838,1.0,2
Tarso,Colombia,Colombia_Antioquia_Tarso_20160109,2016-01-09 00:00:00,5.864925,-75.822403,1.0,3
El Copey,Colombia,Colombia_Cesar_El_Copey_20160109,2016-01-09 00:00:00,10.148976,-73.960233,1.00085365065,0
Zaragoza,Colombia,Colombia_Antioquia_Zaragoza_20160109,2016-01-09 00:00:00,7.48688,-74.8672519,1.0,0
Santa Barbara De Pinto,Colombia,Colombia_Magdalena_Santa_Barbara_De_Pinto_20160109,2016-01-09 00:00:00,9.43234,-74.70493,1.00021341266,0
Miranda,Colombia,Colombia_Cauca_Miranda_20160109,2016-01-09 00:00:00,3.251528,-76.229027,1.0,0
Vijes,Colombia,Colombia_Valle_Del_Cauca_Vijes_20160109,2016-01-09 00:00:00,3.6982,-76.4432,1.0,0
Sevilla,Colombia,Colombia_Valle_Del_Cauca_Sevilla_20160109,2016-01-09 00:00:00,4.2744,-75.931,1.00021341266,0
Becerril,Colombia,Colombia_Cesar_Becerril_20160109,2016-01-09 00:00:00,9.703677,-73.278795,1.0,0
Herran,Colombia,Colombia_Norte_Santander_Herran_20160109,2016-01-09 00:00:00,7.5055,-72.4831,1.0,0
Bosconia,Colombia,Colombia_Cesar_Bosconia_20160109,2016-01-09 00:00:00,9.970362,-73.890531,1.0,0
El Penol,Colombia,Colombia_Narino_El_Penol_20160109,2016-01-09 00:00:00,6.2236,-75.1783,1.0,3
Remolino,Colombia,Colombia_Magdalena_Remolino_20160109,2016-01-09 00:00:00,10.701732,-74.7163829,1.0,3
Guaitarilla,Colombia,Colombia_Narino_Guaitarilla_20160109,2016-01-09 00:00:00,1.1303,-77.551,1.0,0
Sur,Guatemala,Guatemala_Sur_20160114,2016-01-14 00:00:00,20.651643,-103.371327,1.00213412662,0
Peten Norte,Guatemala,Guatemala_Peten_Norte_20160114,2016-01-14 00:00:00,17.021651,-89.841235,1.00213412662,0
Zacapa,Guatemala,Guatemala_Zacapa_20160114,2016-01-14 00:00:00,14.9676,-89.5356,1.35639914635,0
San Marcos,Guatemala,Guatemala_San_Marcos_20160114,2016-01-14 00:00:00,14.961,-91.8075,1.00426825325,0
Alta Verapaz,Guatemala,Guatemala_Alta_Verapaz_20160114,2016-01-14 00:00:00,15.5943,-90.1495,1.00213412662,0
Jalapa,Guatemala,Guatemala_Jalapa_20160114,2016-01-14 00:00:00,14.6325,-89.993,1.0085365065,0
Suchitepequez,Guatemala,Guatemala_Suchitepequez_20160114,2016-01-14 00:00:00,14.4216,-91.4048,1.00640237987,0
Escuintla,Guatemala,Guatemala_Escuintla_20160114,2016-01-14 00:00:00,14.3009,-90.7882,1.01280475975,0
Quetzaltenango,Guatemala,Guatemala_Quetzaltenango_20160114,2016-01-14 00:00:00,14.8521,-91.5305,1.01493888637,0
Izabal,Guatemala,Guatemala_Izabal_20160114,2016-01-14 00:00:00,15.5918,-88.9414,1.017073013,0
Lejanias,Colombia,Colombia_Meta_Lejanias_20160116,2016-01-16 00:00:00,3.5261,-74.0244,1.0,0
Quetame,Colombia,Colombia_Cundinamarca_Quetame_20160116,2016-01-16 00:00:00,4.32998,-73.863183,1.0,0
San Jacinto,Colombia,Colombia_Bolivar_San_Jacinto_20160116,2016-01-16 00:00:00,9.834832,-75.120521,1.00533531656,0
Buritica,Colombia,Colombia_Antioquia_Buritica_20160116,2016-01-16 00:00:00,6.721917,-75.905976,1.0,0
El Bagre,Colombia,Colombia_Antioquia_El_Bagre_20160116,2016-01-16 00:00:00,7.601357,-74.805277,1.00021341266,0
Roncesvalles,Colombia,Colombia_Tolima_Roncesvalles_20160116,2016-01-16 00:00:00,4.0108,-75.6066,1.0,3
San Cristobal,Colombia,Colombia_Bolivar_San_Cristobal_20160116,2016-01-16 00:00:00,4.5591989,-74.091471,1.0,0
Caimito,Colombia,Colombia_Sucre_Caimito_20160116,2016-01-16 00:00:00,8.7896,-75.1149,1.0,3
